date,home_team,away_team,home_media_goals,home_media_shots_on_goal,home_media_possession,home_media_corners,away_media_goals,away_media_shots_on_goal,away_media_possession,away_media_corners
2021-08-16 23:00:00+00:00,Chapecoense-sc,America Mineiro,0.8,5.8,54.6,6.4,0.6,5.2,49.8,7.0
2021-08-18 22:00:00+00:00,Cuiaba,Gremio,1.0,6.0,49.6,5.2,1.4,5.6,49.2,8.6
2021-08-21 20:00:00+00:00,Atletico Goianiense,Chapecoense-sc,1.2,6.6,47.2,7.4,0.8,6.0,54.6,7.0
2021-08-21 22:00:00+00:00,Gremio,Bahia,1.0,5.6,48.2,9.4,0.8,7.2,57.2,9.0
2021-08-22 00:00:00+00:00,Juventude,Fortaleza EC,1.0,7.2,49.4,7.0,1.6,8.4,50.4,5.0
2021-08-22 14:00:00+00:00,Palmeiras,Cuiaba,1.2,6.4,57.2,9.6,0.6,6.0,49.0,5.2
2021-08-22 19:00:00+00:00,Atletico Paranaense,Corinthians,1.0,7.8,49.6,8.2,1.4,7.8,50.2,4.6
2021-08-22 19:00:00+00:00,Ceara,Flamengo,1.0,5.6,52.0,6.4,2.4,5.8,48.6,5.0
2021-08-22 21:15:00+00:00,Santos,Internacional,1.2,5.6,47.6,7.0,2.0,7.2,50.4,5.8
2021-08-22 23:30:00+00:00,Sport Recife,Sao Paulo,0.4,7.6,51.8,6.2,1.6,4.4,47.0,8.4
2021-08-23 23:00:00+00:00,America Mineiro,RB Bragantino,0.8,5.8,50.4,8.2,0.8,6.0,42.6,8.8
2021-08-23 23:00:00+00:00,Fluminense,Atletico-MG,1.2,8.0,49.2,8.4,1.8,5.0,45.6,6.6
2021-08-25 22:00:00+00:00,Atletico Paranaense,Santos,0.6,7.8,49.4,8.6,0.8,6.4,50.4,5.4
2021-08-26 00:30:00+00:00,Sao Paulo,Fortaleza EC,1.4,5.2,45.2,8.2,1.4,9.2,50.2,3.4
2021-08-26 00:30:00+00:00,Gremio,Flamengo,1.4,6.4,45.8,9.4,1.4,5.0,48.8,5.2
2021-08-27 00:30:00+00:00,Fluminense,Atletico-MG,1.4,7.6,51.6,6.8,1.6,5.4,46.0,7.8
2021-08-28 20:00:00+00:00,Sport Recife,Chapecoense-sc,0.2,7.8,52.0,6.0,0.6,7.4,51.8,8.2
2021-08-28 22:00:00+00:00,Santos,Flamengo,0.6,6.6,53.4,4.6,1.6,4.8,49.4,6.0
2021-08-29 00:00:00+00:00,Palmeiras,Atletico Paranaense,0.6,6.2,58.4,10.4,0.8,8.0,49.0,6.8
2021-08-29 00:00:00+00:00,Gremio,Corinthians,1.2,5.4,45.2,8.8,1.4,8.2,53.0,4.2
2021-08-29 14:00:00+00:00,America Mineiro,Ceara,0.8,5.2,51.4,8.0,1.0,4.6,50.8,5.8
2021-08-29 19:00:00+00:00,Juventude,Sao Paulo,1.0,7.8,47.8,5.8,1.8,5.0,48.2,6.8
2021-08-29 21:15:00+00:00,Atletico Goianiense,Internacional,1.2,6.2,47.4,6.6,2.2,6.8,47.2,7.6
2021-08-29 23:30:00+00:00,RB Bragantino,Atletico-MG,0.8,5.8,44.6,7.2,1.6,5.4,46.6,9.4
2021-08-30 22:00:00+00:00,Fluminense,Bahia,1.4,6.6,49.0,8.0,0.8,6.4,57.0,7.0
2021-08-31 00:30:00+00:00,Fortaleza EC,Cuiaba,1.6,8.0,47.0,5.4,0.8,6.6,48.4,6.2
2021-09-02 22:00:00+00:00,Fluminense,Juventude,1.2,6.2,50.4,7.8,1.2,6.6,48.8,6.4
2021-09-05 00:00:00+00:00,Cuiaba,Santos,0.8,6.4,49.2,6.2,0.6,7.0,50.2,4.8
2021-09-05 00:00:00+00:00,Bahia,Fortaleza EC,0.8,6.2,54.8,7.8,1.4,8.0,45.0,6.4
2021-09-05 21:15:00+00:00,Atletico Paranaense,Sport Recife,0.6,7.2,46.2,7.0,0.2,7.0,51.4,5.2
2021-09-08 00:30:00+00:00,Chapecoense-sc,Fluminense,0.6,7.8,53.6,7.8,1.4,5.8,51.6,6.4
2021-09-08 00:30:00+00:00,Corinthians,Juventude,1.2,8.2,53.4,4.4,1.2,6.6,48.2,5.2
2021-09-11 19:00:00+00:00,America Mineiro,Atletico Paranaense,1.0,6.0,51.8,8.0,0.4,6.2,47.2,7.8
2021-09-11 20:00:00+00:00,Juventude,Cuiaba,1.2,6.0,50.2,5.2,1.0,6.0,49.8,6.6
2021-09-11 22:00:00+00:00,RB Bragantino,Chapecoense-sc,1.0,6.2,47.4,5.8,0.8,7.6,50.6,7.0
2021-09-12 00:00:00+00:00,Santos,Bahia,0.8,7.6,53.6,5.4,1.2,5.8,53.8,7.4
2021-09-12 14:00:00+00:00,Gremio,Ceara,0.8,6.4,45.6,9.4,1.0,5.6,49.8,7.0
2021-09-12 19:00:00+00:00,Fortaleza EC,Atletico-MG,1.2,7.6,45.8,8.2,1.6,4.6,47.8,9.6
2021-09-12 19:00:00+00:00,Palmeiras,Flamengo,0.8,6.2,58.4,10.4,2.2,5.6,50.6,7.2
2021-09-12 21:15:00+00:00,Atletico Goianiense,Corinthians,1.0,6.6,47.6,6.4,1.2,7.8,52.4,4.6
2021-09-12 23:30:00+00:00,Fluminense,Sao Paulo,1.4,5.4,52.4,6.4,1.6,6.4,50.0,4.8
2021-09-13 23:00:00+00:00,Sport Recife,Internacional,0.0,7.0,50.8,6.0,2.0,7.0,49.2,6.4
2021-09-15 00:30:00+00:00,Santos,Atletico Paranaense,0.6,7.4,51.0,6.8,0.4,6.2,46.2,8.6
2021-09-15 22:00:00+00:00,Atletico-MG,Fluminense,1.6,6.0,47.0,8.2,1.6,5.2,52.8,7.6
2021-09-16 00:30:00+00:00,Flamengo,Gremio,2.8,6.4,51.6,7.2,1.0,7.0,42.8,9.2
2021-09-16 00:30:00+00:00,Fortaleza EC,Sao Paulo,1.0,7.0,47.2,8.0,1.4,6.0,49.2,5.2
2021-09-18 20:00:00+00:00,Chapecoense-sc,Palmeiras,1.0,7.6,47.6,7.8,1.0,6.2,58.4,10.2
2021-09-18 21:45:00+00:00,Atletico Paranaense,Juventude,0.6,6.6,47.0,7.2,1.0,6.4,52.0,6.2
2021-09-18 22:00:00+00:00,Atletico-MG,Sport Recife,1.4,6.2,51.0,8.2,0.0,6.2,48.8,6.0
2021-09-19 00:00:00+00:00,Ceara,Santos,0.4,5.6,53.0,6.4,0.2,6.6,49.4,7.2
2021-09-19 00:00:00+00:00,Bahia,RB Bragantino,1.0,5.4,53.8,7.4,1.0,6.8,50.0,6.6
2021-09-19 14:00:00+00:00,Internacional,Fortaleza EC,2.2,6.0,50.0,6.4,1.4,6.4,47.0,8.4
2021-09-19 19:00:00+00:00,Sao Paulo,Atletico Goianiense,1.2,6.8,49.2,4.4,0.8,6.6,46.6,6.6
2021-09-19 21:15:00+00:00,Corinthians,America Mineiro,1.4,8.0,52.4,6.2,1.2,6.2,52.8,9.0
2021-09-19 23:30:00+00:00,Flamengo,Gremio,2.8,7.2,51.2,8.2,0.8,7.0,44.6,9.2
2021-09-20 23:00:00+00:00,Cuiaba,Fluminense,1.2,5.8,47.8,8.6,1.4,5.2,52.0,6.6
2021-09-22 23:30:00+00:00,Sao Paulo,America Mineiro,1.4,6.0,51.2,3.4,1.2,6.0,50.2,8.6
2021-09-25 20:00:00+00:00,Ceara,Chapecoense-sc,0.4,6.2,50.6,6.0,0.8,8.0,49.0,8.0
2021-09-25 22:00:00+00:00,Corinthians,Palmeiras,1.0,7.4,54.4,6.8,1.0,6.0,56.2,10.0
2021-09-26 00:00:00+00:00,Sao Paulo,Atletico-MG,1.0,6.6,50.2,3.6,1.8,5.6,53.6,7.4
2021-09-26 14:00:00+00:00,America Mineiro,Flamengo,1.0,5.8,48.2,9.0,2.6,7.8,51.6,8.4
2021-09-26 19:00:00+00:00,Fluminense,RB Bragantino,1.4,6.2,51.6,7.6,1.2,6.0,54.0,5.0
2021-09-26 19:00:00+00:00,Juventude,Santos,1.0,5.8,54.4,6.2,0.2,6.2,50.0,7.8
2021-09-26 19:00:00+00:00,Internacional,Bahia,1.6,6.0,49.2,7.4,1.0,5.6,50.2,6.2
2021-09-26 21:15:00+00:00,Sport Recife,Fortaleza EC,0.0,6.6,46.6,5.0,1.0,6.4,47.8,8.4
2021-09-26 21:15:00+00:00,Atletico Paranaense,Gremio,0.8,6.4,46.6,8.4,0.6,7.2,45.0,9.2
2021-09-26 23:30:00+00:00,Atletico Goianiense,Cuiaba,1.0,6.4,46.8,6.2,1.6,6.4,45.4,9.6
2021-10-02 20:00:00+00:00,Cuiaba,America Mineiro,1.2,7.0,48.0,8.0,1.2,5.4,49.8,9.6
2021-10-02 20:00:00+00:00,Fortaleza EC,Atletico Goianiense,1.2,6.2,47.8,7.2,0.6,5.8,47.6,6.2
2021-10-02 22:00:00+00:00,RB Bragantino,Corinthians,1.2,6.4,55.0,5.4,1.2,7.0,53.6,7.4
2021-10-03 00:00:00+00:00,Atletico-MG,Internacional,1.4,6.0,52.2,7.8,1.2,6.0,47.4,8.0
2021-10-03 19:00:00+00:00,Chapecoense-sc,Sao Paulo,0.6,7.4,48.6,7.8,0.8,6.0,50.0,5.6
2021-10-03 19:00:00+00:00,Flamengo,Atletico Paranaense,2.0,7.8,48.6,8.0,1.4,7.8,47.0,7.4
2021-10-03 21:15:00+00:00,Palmeiras,Juventude,1.2,6.8,54.0,9.4,1.4,6.6,54.0,6.6
2021-10-03 23:30:00+00:00,Gremio,Sport Recife,1.0,7.8,48.0,10.2,0.0,6.2,46.8,6.0
2021-10-06 00:30:00+00:00,Corinthians,Bahia,1.4,5.6,52.0,8.0,1.0,6.0,51.4,7.2
2021-10-06 22:00:00+00:00,Atletico Goianiense,Atletico Paranaense,1.0,5.6,48.0,7.2,1.4,7.4,46.4,6.0
2021-10-06 22:00:00+00:00,Ceara,Internacional,0.4,7.0,51.8,6.6,0.8,5.6,48.6,7.8
2021-10-06 22:00:00+00:00,Chapecoense-sc,Atletico-MG,0.8,6.2,46.8,6.2,1.4,6.4,53.6,7.8
2021-10-06 22:00:00+00:00,Sport Recife,Juventude,0.4,6.8,49.6,6.8,1.4,5.6,53.2,8.2
2021-10-06 23:30:00+00:00,RB Bragantino,Flamengo,1.2,6.0,54.8,7.0,1.8,7.4,46.8,8.4
2021-10-07 00:30:00+00:00,America Mineiro,Palmeiras,1.2,5.0,48.2,9.0,1.4,7.0,53.4,8.0
2021-10-07 00:30:00+00:00,Gremio,Cuiaba,1.2,7.8,48.4,11.0,1.2,6.0,48.0,7.4
2021-10-07 00:30:00+00:00,Fluminense,Fortaleza EC,1.6,6.4,50.2,8.4,0.8,5.6,47.4,5.2
2021-10-07 21:30:00+00:00,Sao Paulo,Santos,0.8,6.2,51.2,5.2,0.2,5.4,52.0,7.6
2021-10-09 19:30:00+00:00,Sport Recife,Corinthians,1.0,6.8,51.4,7.4,1.8,5.4,54.0,7.2
2021-10-09 19:30:00+00:00,Fluminense,Atletico Goianiense,1.2,5.6,51.0,8.8,1.0,5.0,48.8,6.8
2021-10-09 19:30:00+00:00,Atletico-MG,Ceara,1.4,5.2,52.4,9.2,0.2,7.4,53.6,8.0
2021-10-09 22:00:00+00:00,Atletico Paranaense,Bahia,1.8,7.2,46.8,4.6,1.2,7.0,53.0,6.2
2021-10-09 22:00:00+00:00,Fortaleza EC,Flamengo,1.2,5.6,44.8,7.0,1.4,6.2,46.4,7.2
2021-10-10 00:00:00+00:00,Palmeiras,RB Bragantino,1.2,6.4,53.4,8.4,1.2,6.4,55.4,8.4
2021-10-10 00:00:00+00:00,Juventude,America Mineiro,1.4,6.6,50.6,8.4,1.2,5.4,45.2,8.2
2021-10-10 14:00:00+00:00,Internacional,Chapecoense-sc,0.8,5.6,46.8,7.6,1.0,6.0,49.8,6.4
2021-10-10 19:00:00+00:00,Santos,Gremio,0.2,5.8,50.4,7.0,1.2,7.8,49.0,11.2
2021-10-11 23:00:00+00:00,Cuiaba,Sao Paulo,1.2,6.8,50.8,8.2,0.8,6.6,52.2,6.0
2021-10-12 22:00:00+00:00,RB Bragantino,Atletico Goianiense,1.8,6.6,52.8,9.0,0.8,4.6,48.8,5.4
2021-10-13 00:30:00+00:00,Bahia,Palmeiras,0.8,6.2,53.4,8.2,1.4,7.8,54.0,8.0
2021-10-13 22:00:00+00:00,Flamengo,Juventude,1.6,5.2,47.8,7.0,1.4,7.0,50.8,8.6
2021-10-13 22:00:00+00:00,Chapecoense-sc,Atletico Paranaense,1.0,5.8,51.0,5.6,1.6,6.6,45.6,4.4
2021-10-13 22:00:00+00:00,Atletico-MG,Santos,1.8,5.6,50.6,7.8,0.4,5.8,50.6,6.4
2021-10-13 23:30:00+00:00,Fortaleza EC,Gremio,0.6,5.0,43.2,7.2,1.2,7.4,50.2,9.2
2021-10-14 00:00:00+00:00,Corinthians,Fluminense,1.6,5.6,50.0,7.6,0.8,6.2,52.0,8.2
2021-10-14 00:30:00+00:00,Internacional,America Mineiro,1.6,6.0,46.6,6.6,1.2,6.4,45.0,7.6
2021-10-14 22:00:00+00:00,Cuiaba,Sport Recife,0.8,7.6,54.2,7.4,1.2,6.6,53.4,8.6
2021-10-14 22:00:00+00:00,Sao Paulo,Ceara,0.4,7.0,50.0,7.2,0.4,7.4,53.4,7.2
2021-10-16 22:00:00+00:00,Chapecoense-sc,Fortaleza EC,1.2,6.6,51.4,4.6,0.8,5.0,44.6,6.8
2021-10-17 00:00:00+00:00,America Mineiro,Bahia,1.4,7.2,46.6,6.6,0.8,6.4,51.4,8.4
2021-10-17 19:00:00+00:00,Atletico Paranaense,Fluminense,1.4,6.6,46.2,3.8,0.8,6.8,56.0,8.8
2021-10-17 19:00:00+00:00,Palmeiras,Internacional,1.0,7.4,54.4,8.6,2.0,6.8,44.8,6.4
2021-10-17 21:15:00+00:00,Atletico Goianiense,Atletico-MG,0.6,5.2,50.8,6.6,1.8,5.6,48.4,7.4
2021-10-17 21:15:00+00:00,Gremio,Juventude,1.0,7.6,50.4,8.8,1.4,7.0,48.2,9.4
2021-10-17 21:15:00+00:00,Ceara,RB Bragantino,0.6,7.6,50.4,7.8,1.8,6.6,49.4,10.8
2021-10-17 23:30:00+00:00,Flamengo,Cuiaba,2.2,5.8,48.6,7.8,0.6,7.4,54.0,6.8
2021-10-17 23:30:00+00:00,Sport Recife,Santos,1.2,6.2,56.8,9.2,0.6,7.0,50.6,6.8
2021-10-18 23:00:00+00:00,Sao Paulo,Corinthians,0.6,7.2,50.0,7.6,1.6,6.0,46.2,7.8
2021-10-20 22:00:00+00:00,Ceara,Palmeiras,1.0,7.2,51.8,8.4,1.0,7.0,54.4,8.4
2021-10-21 00:30:00+00:00,Atletico-MG,Fortaleza EC,2.0,5.8,48.6,7.4,1.0,4.8,48.2,8.2
2021-10-21 00:30:00+00:00,Atletico Paranaense,Flamengo,0.6,6.0,46.8,3.2,2.0,6.6,49.8,8.4
2021-10-21 23:00:00+00:00,Internacional,RB Bragantino,1.6,6.6,47.0,6.8,2.0,6.4,48.6,10.2
2021-10-23 20:00:00+00:00,Santos,America Mineiro,0.6,8.2,49.6,5.2,1.2,8.0,44.4,5.4
2021-10-23 20:00:00+00:00,Juventude,Ceara,1.2,6.4,49.4,7.8,1.0,6.2,51.6,7.6
2021-10-23 22:00:00+00:00,Fluminense,Flamengo,0.6,5.8,55.6,8.2,1.8,7.0,49.8,8.4
2021-10-23 22:15:00+00:00,Fortaleza EC,Atletico Paranaense,1.0,5.4,47.6,8.8,1.0,7.2,46.8,4.0
2021-10-24 19:00:00+00:00,Atletico-MG,Cuiaba,2.6,5.2,50.0,8.2,0.6,6.8,53.4,7.2
2021-10-24 19:00:00+00:00,Internacional,Corinthians,1.8,6.8,47.0,5.2,1.2,7.2,46.8,7.0
2021-10-24 21:15:00+00:00,RB Bragantino,Sao Paulo,1.8,7.0,49.2,9.0,0.8,6.4,49.0,7.4
2021-10-24 23:30:00+00:00,Bahia,Chapecoense-sc,0.6,6.4,54.2,7.8,1.4,6.0,50.8,3.2
2021-10-25 23:00:00+00:00,Atletico Goianiense,Gremio,1.0,6.0,51.6,8.0,1.2,7.4,48.6,7.0
2021-10-26 00:30:00+00:00,Palmeiras,Sport Recife,1.2,6.6,52.0,10.0,1.2,5.6,54.6,8.8
2021-10-27 22:00:00+00:00,Bahia,Ceara,1.2,5.6,50.8,7.6,1.0,7.2,51.2,6.0
2021-10-27 22:00:00+00:00,Santos,Fluminense,0.6,8.2,48.6,6.8,0.8,6.4,56.8,9.0
2021-10-28 00:30:00+00:00,Fortaleza EC,Atletico-MG,1.2,5.0,49.4,8.2,2.6,5.6,53.0,7.0
2021-10-28 00:30:00+00:00,Flamengo,Atletico Paranaense,1.8,8.0,51.0,8.4,0.6,7.0,47.6,6.0
2021-10-28 22:00:00+00:00,RB Bragantino,Sport Recife,1.8,5.8,48.8,7.4,1.0,5.6,53.2,8.2
2021-10-30 20:00:00+00:00,Atletico Paranaense,Santos,1.2,7.6,48.4,5.6,0.8,7.4,48.0,7.8
2021-10-30 23:00:00+00:00,Flamengo,Atletico-MG,1.2,8.4,50.8,6.8,2.4,5.4,51.2,8.4
2021-10-30 23:15:00+00:00,Juventude,Bahia,1.0,6.8,49.2,7.6,1.2,5.2,52.4,8.0
2021-10-31 01:00:00+00:00,America Mineiro,Fortaleza EC,1.2,7.6,46.2,5.8,1.4,4.8,51.8,7.6
2021-10-31 19:00:00+00:00,Ceara,Fluminense,1.0,7.0,49.8,5.8,0.8,6.2,55.8,8.0
2021-10-31 19:00:00+00:00,Gremio,Palmeiras,1.0,6.8,51.8,5.8,1.4,6.4,50.4,9.0
2021-10-31 21:15:00+00:00,Sao Paulo,Internacional,0.6,7.0,47.8,6.8,2.2,6.2,50.4,5.4
2021-10-31 23:30:00+00:00,Sport Recife,Atletico Goianiense,0.4,5.8,52.0,6.2,0.8,6.6,48.2,6.2
2021-11-01 23:00:00+00:00,Cuiaba,RB Bragantino,0.8,7.0,50.8,7.4,1.6,5.8,51.0,6.6
2021-11-02 00:30:00+00:00,Corinthians,Chapecoense-sc,1.2,7.2,45.2,7.8,1.2,6.0,52.4,3.6
2021-11-02 19:00:00+00:00,Atletico Paranaense,Flamengo,1.0,6.6,47.8,5.2,0.8,8.0,50.4,5.2
2021-11-04 00:00:00+00:00,Atletico-MG,Gremio,1.8,6.4,50.6,8.8,0.8,7.6,54.6,4.2
2021-11-05 00:00:00+00:00,Cuiaba,Chapecoense-sc,0.6,6.0,49.8,5.8,0.8,5.8,51.0,3.6
2021-11-06 00:30:00+00:00,Flamengo,Atletico Goianiense,1.2,7.8,51.4,4.4,0.8,7.4,49.2,7.8
2021-11-06 20:00:00+00:00,Corinthians,Fortaleza EC,0.8,8.0,44.6,9.0,1.4,5.4,49.6,7.2
2021-11-06 22:00:00+00:00,Internacional,Gremio,1.2,5.8,49.2,6.0,1.0,8.4,52.2,5.8
2021-11-07 00:00:00+00:00,Fluminense,Sport Recife,0.8,5.6,54.8,7.6,0.6,6.2,48.2,5.6
2021-11-07 19:00:00+00:00,Atletico-MG,America Mineiro,2.0,5.6,51.2,7.4,1.2,7.2,50.0,6.6
2021-11-07 19:00:00+00:00,RB Bragantino,Atletico Paranaense,1.4,6.2,52.0,5.4,1.4,6.2,47.8,6.8
2021-11-07 19:00:00+00:00,Santos,Palmeiras,0.8,7.6,51.2,8.2,1.6,5.0,47.4,8.0
2021-11-07 21:15:00+00:00,Bahia,Sao Paulo,0.8,6.0,52.0,7.2,0.6,7.0,49.0,6.4
2021-11-07 23:30:00+00:00,Ceara,Cuiaba,1.0,7.2,49.8,4.8,0.6,6.2,49.0,6.2
2021-11-08 23:00:00+00:00,Chapecoense-sc,Flamengo,0.4,5.4,50.0,5.0,1.2,7.2,50.6,2.8
2021-11-10 00:30:00+00:00,Gremio,Fluminense,1.0,8.2,52.2,4.6,1.0,5.2,53.6,6.8
2021-11-10 21:30:00+00:00,Atletico Paranaense,Ceara,1.4,5.6,48.4,7.6,0.8,6.8,49.6,4.2
2021-11-10 22:00:00+00:00,Santos,RB Bragantino,0.6,6.2,51.2,8.2,1.0,6.8,50.6,4.8
2021-11-10 22:00:00+00:00,Atletico-MG,Corinthians,1.4,6.8,48.0,6.8,1.0,6.6,45.0,9.0
2021-11-10 23:30:00+00:00,Palmeiras,Atletico Goianiense,2.0,5.2,47.2,7.6,0.8,7.8,52.6,7.2
2021-11-11 00:30:00+00:00,Sport Recife,America Mineiro,0.6,5.8,46.0,5.8,1.0,6.0,53.2,8.2
2021-11-11 00:30:00+00:00,Juventude,Internacional,0.8,5.4,48.8,6.4,0.8,5.2,50.0,5.8
2021-11-11 00:30:00+00:00,Fortaleza EC,Sao Paulo,1.0,5.2,49.2,5.2,0.6,8.0,51.0,6.6
2021-11-11 22:00:00+00:00,Flamengo,Bahia,1.4,6.2,50.6,2.8,1.0,6.8,51.6,7.0
2021-11-13 20:00:00+00:00,Atletico Goianiense,Santos,0.8,7.4,49.2,6.0,1.0,5.0,50.8,9.0
2021-11-13 21:30:00+00:00,America Mineiro,Gremio,1.4,5.0,54.0,7.4,0.6,7.8,53.2,6.4
2021-11-13 22:00:00+00:00,Internacional,Atletico Paranaense,1.0,5.6,48.2,6.6,1.8,5.0,48.4,6.6
2021-11-13 22:00:00+00:00,RB Bragantino,Fortaleza EC,0.8,6.8,49.8,5.2,1.2,4.8,53.0,6.6
2021-11-14 00:00:00+00:00,Corinthians,Cuiaba,0.8,7.0,48.0,9.0,0.4,6.0,50.8,6.8
2021-11-14 19:00:00+00:00,Sao Paulo,Flamengo,0.6,7.0,48.2,7.0,2.0,5.8,51.2,3.0
2021-11-14 21:15:00+00:00,Fluminense,Palmeiras,0.8,5.6,52.2,6.6,2.6,5.0,49.4,7.8
2021-11-14 22:00:00+00:00,Ceara,Sport Recife,0.8,7.2,48.4,3.8,1.0,6.6,45.2,5.8
2021-11-14 22:00:00+00:00,Chapecoense-sc,Juventude,0.6,4.6,49.4,7.0,1.0,5.8,48.4,6.6
2021-11-16 19:00:00+00:00,Atletico Paranaense,Atletico-MG,1.4,5.2,49.0,7.0,1.6,7.4,46.0,6.2
2021-11-16 21:00:00+00:00,Gremio,RB Bragantino,0.8,7.8,53.0,7.0,1.2,7.6,50.8,5.8
2021-11-17 22:00:00+00:00,America Mineiro,Atletico Goianiense,2.0,4.6,53.0,7.2,0.4,7.4,50.6,4.4
2021-11-17 22:00:00+00:00,Cuiaba,Internacional,0.8,5.4,50.4,6.4,1.2,5.8,48.8,7.2
2021-11-17 22:00:00+00:00,Santos,Chapecoense-sc,1.0,6.2,49.6,7.6,0.4,5.0,50.2,7.0
2021-11-17 23:00:00+00:00,Fortaleza EC,Ceara,0.6,6.0,51.0,6.0,1.2,6.6,48.0,4.8
2021-11-17 23:30:00+00:00,Juventude,Fluminense,1.2,6.6,50.8,7.0,0.6,5.8,51.8,5.6
2021-11-17 23:30:00+00:00,Palmeiras,Sao Paulo,2.4,6.0,50.8,7.2,0.4,8.2,50.8,6.2
2021-11-18 00:30:00+00:00,Flamengo,Corinthians,2.6,5.8,48.6,3.8,1.4,5.8,47.4,8.4
2021-11-19 00:00:00+00:00,Sport Recife,Bahia,1.0,6.8,44.4,6.2,1.0,5.8,49.6,7.6
2021-11-20 22:00:00+00:00,Fortaleza EC,Palmeiras,0.4,7.0,49.8,5.8,2.0,6.2,50.4,7.6
2021-11-20 22:00:00+00:00,Chapecoense-sc,Gremio,0.4,5.4,50.4,8.2,1.2,6.8,51.4,7.2
2021-11-20 22:00:00+00:00,Atletico-MG,Juventude,1.4,7.4,46.0,4.2,1.0,7.4,51.6,7.4
2021-11-21 00:00:00+00:00,Atletico Goianiense,Ceara,0.0,7.4,51.6,4.8,1.8,5.6,49.2,5.0
2021-11-21 00:30:00+00:00,Internacional,Flamengo,0.8,6.4,46.4,8.4,2.4,5.4,49.8,5.4
2021-11-21 19:00:00+00:00,Corinthians,Santos,1.0,6.0,47.0,6.8,1.0,6.2,48.8,7.2
2021-11-21 20:00:00+00:00,Fluminense,America Mineiro,0.6,7.0,49.8,7.0,1.6,4.6,53.8,7.0
2021-11-21 22:00:00+00:00,Bahia,Cuiaba,0.4,6.0,51.4,8.6,0.8,5.0,52.2,6.8
2021-11-23 22:00:00+00:00,Atletico Goianiense,Juventude,0.2,7.4,51.8,5.2,1.0,6.6,53.6,7.8
2021-11-24 00:00:00+00:00,Gremio,Flamengo,1.6,5.6,53.0,6.6,2.4,6.2,53.2,7.2
2021-11-24 00:30:00+00:00,Palmeiras,Atletico-MG,1.4,7.0,50.4,7.6,1.8,7.2,46.2,4.0
2021-11-25 00:30:00+00:00,Fluminense,Internacional,1.0,8.4,46.8,7.0,1.0,7.4,45.8,9.0
2021-11-25 00:30:00+00:00,Sao Paulo,Atletico Paranaense,0.8,8.4,52.0,6.6,1.4,5.4,52.0,7.0
2021-11-25 22:00:00+00:00,Santos,Fortaleza EC,0.8,5.6,47.8,7.4,0.4,6.4,53.2,5.0
2021-11-25 23:00:00+00:00,Ceara,Corinthians,1.8,5.6,48.2,5.2,1.2,4.8,47.2,6.4
2021-11-26 22:00:00+00:00,Bahia,Gremio,0.2,5.8,51.6,8.8,2.0,5.4,52.4,6.4
2021-11-27 22:30:00+00:00,RB Bragantino,America Mineiro,0.6,7.8,50.4,5.4,1.2,4.4,53.8,6.2
2021-11-28 00:30:00+00:00,Sao Paulo,Sport Recife,0.6,8.4,52.0,6.4,1.2,6.6,44.6,6.8
2021-11-28 19:00:00+00:00,Corinthians,Atletico Paranaense,1.2,5.8,50.0,4.4,1.0,6.2,51.4,6.6
2021-11-28 19:00:00+00:00,Atletico-MG,Fluminense,1.8,7.4,46.4,5.0,1.0,7.8,47.8,6.8
2021-11-28 22:00:00+00:00,Internacional,Santos,0.8,8.2,43.8,9.0,1.2,5.8,48.0,7.2
2021-11-29 22:00:00+00:00,Atletico Goianiense,Bahia,0.4,7.4,48.8,5.4,0.8,6.0,49.4,8.0
2021-11-30 22:00:00+00:00,Juventude,RB Bragantino,1.2,7.0,56.2,8.8,0.8,7.8,49.6,6.4
2021-11-30 23:00:00+00:00,Flamengo,Ceara,2.4,7.2,54.2,8.6,2.0,6.0,47.4,6.8
2021-12-01 00:00:00+00:00,America Mineiro,Chapecoense-sc,1.4,4.4,53.8,5.0,0.6,5.6,48.8,9.6
2021-12-01 01:00:00+00:00,Cuiaba,Palmeiras,0.6,5.2,50.0,6.4,1.4,7.6,49.8,8.0
2021-12-02 21:00:00+00:00,Bahia,Atletico-MG,0.8,6.2,48.4,7.4,2.0,7.0,49.0,5.6
2021-12-02 23:00:00+00:00,Gremio,Sao Paulo,2.0,5.2,53.0,5.2,1.0,7.0,53.2,5.0
2021-12-03 22:00:00+00:00,Atletico Paranaense,Cuiaba,0.6,5.6,50.0,5.4,0.8,4.2,48.8,6.6
2021-12-03 23:00:00+00:00,Sport Recife,Flamengo,0.8,7.4,44.8,6.6,2.2,8.2,52.8,9.4
2021-12-03 23:00:00+00:00,Chapecoense-sc,Atletico Goianiense,0.6,5.6,48.0,7.8,0.8,7.0,52.2,6.0
2021-12-04 00:00:00+00:00,Fortaleza EC,Juventude,0.4,6.6,51.2,6.2,1.0,6.6,53.0,7.6
2021-12-05 19:00:00+00:00,Atletico-MG,RB Bragantino,2.0,5.8,52.0,5.8,0.8,7.8,52.4,6.4
2021-12-05 19:00:00+00:00,Corinthians,Gremio,1.4,4.8,49.2,5.4,2.4,5.6,51.2,5.6
2021-12-05 19:00:00+00:00,Bahia,Fluminense,1.2,6.2,47.6,7.6,1.2,7.6,47.0,6.2
2021-12-05 22:00:00+00:00,Ceara,America Mineiro,2.0,6.4,47.6,6.6,1.4,4.4,54.0,7.0
